name,price,package_size,serving_size,calories_per_serving,calculated_calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Added Sugars,Protein,Vitamin D,Calcium,Iron,Potassium,Polyunsaturated Fat,Monounsaturated Fat,Vitamin A,Vitamin C,Insoluble Fiber,Soluble Fiber,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Folic Acid,Vitamin B12,Zinc,Pantothenic Acid,Phosphorus,Calories from Fat,Trans Fat 0g,† As prepared with unsalted butter and salt.,Added SugarsƗ,Ɨ One  serving adds 16g of sugar to your diet and represents  32% of the Daily Value for Added Sugars
Canestrato Pepato,$11.99,1 Lb,28 g,110.0,109.0,9g,6g,0g,25mg,270mg,0g,0g,0g,0g,7g,,,,,,,,,,,,,,,,,,,,,,,,,
Rosemary Sfogliette Crackers,$1.69,6.35 Oz,30 g,140.0,142.0,6 g,0.5 g,0 g,0 mg,320 mg,19 g,2 g,1 g,0 g,3 g,0 mcg,10 mg,0.3 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Holiday Round Challah,$3.99,16 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holiday Challah,$3.99,20 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple Pecan Clusters Cereal,$4.49,20 Oz,53 g,230.0,235.0,7 g,1 g,0 g,0 mg,140 mg,39 g,3 g,11 g,10 g,4 g,0 mcg,0 mg,1.1 mg,120 mg,,,,,,,,,,,,,,,,,,,,,
Organic Veggie Bites,$3.69,12.5 Oz,84 g,180.0,176.0,8 g,1.0 g,0 g,0 mg,380 mg,22 g,4 g,2 g,0 g,4 g,0.0 mcg,50 mg,0.9 mg,250 mg,,,,,,,,,,,,,,,,,,,,,
Spatchcocked Lemon Rosemary Chicken,$5.99,1 Lb,112 g,230.0,234.0,18 g,4.5 g,0 g,70 mg,380 mg,1 g,0 g,2 g,0 g,17 g,0.2 mcg,10 mg,0.7 mg,180 mg,,,,,,,,,,,,,,,,,,,,,
Spicy Uncured Charcuterie Collection,$8.99,9 Oz,55 g,150.0,146.0,10 g,3.5 g,0 g,50 mg,1030 mg,2 g,2 g,2 g,2g,12 g,0 mcg,0 mg,0.9 mg,270 mg,,,,,,,,,,,,,,,,,,,,,
Cinnamon Brooklyn Babka,$5.99,18 Oz,55 g,200.0,210.0,10 g,3.5 g,0 g,30 mg,150 mg,26 g,2 g,7 g,6 g,4 g,1.2 mcg,10 mg,1 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Les Petites Carrots of Many Colors,$4.29,16 Oz,84 g,30.0,36.0,0 g,0 g,0 g,0 mg,65 mg,7 g,2 g,4 g,,2g g,,27.2 mg,0.7565 mg,200 mg,,,11721.5 IU,2.21 mg,,,,,,,,,,,,,0 kcal,,,,
Murasaki Sweet Potatoes,$4.99,3 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeycrisp Apples,$1.29,1 Each,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italian Style Meatballs,$4.99,16 Oz,71 g,240.0,244.0,20 g,8 g,1 g,65 mg,450 mg,5 g,1 g,2 g,,11 g,,,,,,,,,,,,,,,,,,,,,,,,,
Cheddar Cheese with Scotch Bonnet Chili Peppers,$9.99,1 Lb,28 g,110.0,113.0,9g,6g,0g,30mg,140mg,2g,2g,1g,1g,6g,,,,,,,,,,,,,,,,,,,,,,,,,
Tofu Scramble with Soy Chorizo,$3.99,10 Oz,284 g,370.0,393.0,21 g,7 g,0 g,0 mg,980 mg,26 g,5 g,5 g,0 g,25 g,0 mcg,220 mg,7.2 mg,620 mg,,,,,,,,,,,,,,,,,,,,,
Vegan Cream Cheese Alternative,$2.99,8 Oz,28 g,90.0,97.0,9 g,8 g,0 g,0 mg,160 mg,4 g,0 g,0 g,0 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Crispy Peanut Butter Filled Milk Choc Peanuts,$2.99,4.94 Oz,30 g,170.0,171.0,11 g,5 g,0 g,10 mg,85 mg,14 g,2 g,12 g,10 g,4 g,0 mcg,50 mg,0.5 mg,140 mg,,,,,,,,,,,,,,,,,,,,,
Sublime Ice Cream Sandwiches,$4.99,20 Fl Oz,110 g,370.0,395.0,19 g,10 g,0 g,40 mg,150 mg,51 g,2g,34 g,32 g,5 g,0.0 mcg,60 mg,1.6 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Mandarin Orange Chicken,$4.99,22 Oz,140 g,320.0,324.0,16g,3.5g,0g,95mg,330mg,24g,1g,6g,,21g,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Chocolate Peanut Butter Cups,$4.99,16 Oz,25 g,140.0,145.0,9 g,5 g,0 g,0 mg,75 mg,14 g,1 g,11 g,11 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Corn Chip Dippers,$2.49,9.75 Oz,28 g,160.0,162.0,10g,1g,0g,0mg,125mg,16g,1g,0g,0g,2g,0mcg,0mg,0.4mg,0mg,1.5g,7g,,,,,,,,,,,,,,,,,,,
Peanut Butter Filled Pretzel Nuggets,$2.49,16 Oz,31 g,150.0,151.0,7 g,1 g,0 g,0 mg,240 mg,17 g,1 g,2 g,2 g,5 g,0 mcg,20 mg,1.5 mg,110 mg,,,,,,,,,,,,,,,,,,,,,
Unexpected Cheddar Cheese,$3.99,7 Oz,28 g/ about,110.0,117.0,9 g,6 g,0 g,25 mg,180 mg,2 g,0 g,0 g,0 g,7 g,,,,,,,,,,,,,,,,,,,,,,,,,
Cheddar Cheese with Caramelized Onions,$9.99,1 Lb,28 g,110.0,109.0,9g,6g,0g,20mg,190mg,1g,0g,1g,2g,6g,,,,,,,,,,,,,,,,,,,,,,,,,
Everything But The Bagel Sesame Seasoning Blend,$1.99,2.3 Oz,1 g,5.0,0.0,0 g,,,,80 mg,0 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Joe's Diner Mac 'n Cheese,$2.99,14 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Stone Ground Blue Corn Taco Shells,$2.49,5.5 Oz,26 g,130.0,131.0,7 g,2 g,0 g,0 mg,0 mg,15 g,2 g,0 g,0 g,2 g,0 mcg,20 mg,0.5 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Cacio E Pepe Pasta Sauce,$3.79,14.5 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Black Beans,$1.19,15.5 Oz,125 g,110.0,76.0,0 g,0 g,0 g,0 mg,130 mg,14 g,3 g,0 g,0 g,5 g,0 mcg,30 mg,1.1 mg,330 mg,,,,,,,,,,,,,,,,,,,,,
Sweet Baby Thompson Seedless Grapes,$2.99,1 Each,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carolina Gold Style BBQ Ridge Cut Potato Chips,$2.69,7 Oz,28 g,140.0,143.0,7 g,0.5 g,0 g,0 mg,50 mg,18 g,1 g,2 g,2g  g,2 g,0.0 mcg,10 mg,0.3 mg,300 mg,,,,,,,,,,,,,,,,,,,,,
Shredded Parmesan Cheese Alternative,$3.99,8 Oz,28 g/,100.0,95.0,7 g,7 g,0 g,0 mg,380 mg,8 g,0 g,0 g,0 g,0 g,0 mcg,0 mg,0 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Cold Brew Coffee BBQ Sauce,$2.99,19.2 Oz,36 g,45.0,44.0,0 g,0 g,0 g,0 mg,240 mg,11 g,2 g,9 g,8 g,0 g,0.0 mcg,20 mg,0.4 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
Ube Mochi,$4.99,6.8 Oz,192 g,480.0,473.0,13 g,9 g,0 g,40 mg,65 mg,84 g,3 g,62 g,55 g,5 g,0 mcg,110 mg,0 mg,220 mg,,,,,,,,,,,,,,,,,,,,,
Chevre Goat Cheese,$2.99,5 Oz,28 g,80.0,82.0,6 g,4.5 g,0 g,25 mg,80 mg,2 g,0 g,2 g,0 g,5 g,,,,,,,,,,,,,,,,,,,,,,,,,
Oven Toasted Old Fashioned Organic Oats,$2.99,18 Oz,43 g,160.0,162.5,2.5 g,0 g,0 g,0 mg,0 mg,29 g,4 g,0 g,0 g,6 g,0 mcg,20 mg,1.5 mg,140 mg,1 g,1 g,,,2 g,2 g,,,,,,,,,,,,,,,
Shelled Edamame,$3.99,9 Oz,85 g,310.0,314.0,10 g,0 g,0 g,0 mg,480 mg,29 g,19 g,2 g,0 g,27 g,0 mcg,150 mg,6.5 mg,740 mg,,,,,,,,,,,,,,,,,,,,,
Vegan Ranch Crunch Salad Kit,$3.49,13 Oz,100 g,100.0,147.0,11 g,1.5 g,0 g,0 mg,190 mg,9 g,3 g,3 g,2g,3 g,0 mcg,50 mg,0.9 mg,260 mg,,,,,,,,,,,,,,,,,,,,,
Southwestern Chopped Salad Kit,$3.49,13.6 Oz,100 g,160.0,160.0,12 g,3 g,0 g,5 mg,220 mg,8 g,2 g,3 g,1 g,5 g,0 mcg,80 mg,1.1 mg,230 mg,,,,,,,,,,,,,,,,,,,,,
Gluten Free English Muffins,$4.49,10.8 Oz,77 g,150.0,145.0,1 g,0 g,0 g,0 mg,340 mg,30 g,2 g,3 g,3 g,4 g,0 mcg,10 mg,0.6 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Organic Ketchup,$2.49,24 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Yellow Mustard,$1.79,9 Oz,5 g,0.0,0.0,0 g,,0 g,,50 mg,0 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Coleslaw Kit,$2.99,10 Oz,100 g,370.0,390.0,26 g,2 g,0 g,50 mg,400 mg,35 g,5 g,28 g,20 g,4 g,0.4 mcg,100 mg,1.7 mg,470 mg,,,,,,,,,,,,,,,,,,,,,
Hold the Dairy! Vegan Chocolate Mini Cones,$3.99,8.04 Oz,114 g,730.0,730.0,34 g,29 g,0 g,0 mg,105 mg,96 g,3 g,57 g,56 g,10 g,0 mcg,40 mg,14.8 mg,650 mg,,,,,,,,,,,,,,,,,,,,,
Pimento Cheese Dip,$3.99,8 Oz,32 g,100.0,101.0,9g,3.5g,0g,20mg,190mg,1g,0g,0g,0g,4g,,,,,,,,,,,,,,,,,,,,,,,,,
Fig & Olive Crisps,$3.99,5.3 Oz,30 g,90.0,90.0,2 g,0 g,0 g,0 mg,160 mg,16 g,1 g,7 g,4 g,2 g,0 mcg,20 mg,0.4 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Crispy Crunchy Champignon Mushroom Snacks,$3.99,2 Oz,57 g,340.0,350.0,26 g,2.5 g,0 g,0 mg,240 mg,25 g,3 g,3 g,0 g,4 g,2.0 mcg,20 mg,0.6 mg,280 mg,,,,,,,,,,,,,,,,,,,,,
Turkey Burgers,$3.79,16 Oz,112 g/,180.0,178.0,10g,2.5g,0g,80mg,280mg,0g,0g,0g,,22g,,,,,,,,,,,,,,,,,,,,,,,,,
Nectarines,$7.99,4 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everything And the Elote Greek Style Yogurt Dip,$3.79,8 Oz,31 g,60.0,56.0,4 g,2 g,0 g,10 mg,170 mg,4 g,0 g,2 g,0 g,1 g,,,,,,,,,,,,,,,,,,,,,,,,,
White Sliced Bread,$1.99,22 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vegan Banana Bread with Walnuts,$5.49,16 Oz,57 g/,210.0,209.0,9 g,0.5 g,0 g,0 mg,125 mg,30 g,2g g,17 g,13 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Wheat Sliced Bread,$2.49,22 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pretzel Bagels,$2.69,18 Oz,85 g,230.0,229.0,1.0 g,0 g,0 g,0 mg,340 mg,47 g,2 g,4 g,3 g,8 g,0 mcg,20 mg,2.5 mg,90 mg,,,,,,,,,,,,,,,,,,,,,
A Za'atar Tango Salad Kit,$3.99,9.25 Oz,100 g,450.0,468.0,32 g,3.0 g,0 g,0 mg,700 mg,36 g,7 g,17 g,6 g,9 g,0.2 mcg,250 mg,5.2 mg,630 mg,,,,,,,,,,,,,,,,,,,,,
Vegan Enchilada Casserole,$5.99,20 Oz,230 g,640.0,648.0,28 g,8 g,0 g,0 mg,1640 mg,86 g,15 g,9 g,0 g,13 g,0 mcg,520 mg,4.9 mg,1080 mg,,,,,,,,,,,,,,,,,,,,,
Spicy Cashew Butter Dressing,$3.99,11 Oz,30 mL,40.0,46.5,2.5 g,0.5 g,0 g,0 mg,135 mg,4 g,0 g,1 g,1 g,2 g,0 mcg,10 mg,0.4 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Cheddar & Gruyere Mèlange Cheese,$7.99,1 Lb,28 g,110.0,113.0,9g,6g,0g,25mg,125mg,1g,0g,0g,0g,7g,,,,,,,,,,,,,,,,,,,,,,,,,
Shredded Lite Mozzarella Cheese,$3.99,12 Oz,28 g/,60.0,58.0,2 g,1.5 g,0 g,10 mg,170 mg,3 g,0 g,2 g,0 g,7 g,0.1 mcg,190 mg,0.1 mg,20 mg,,,60 mcg,,,,,,,,,,,,,,,,,,
Crisp Crunchy Crisps,$2.29,4 Oz,28 g,120.0,118.5,2.5 g,0 g,0 g,0 mg,250 mg,20 g,3 g,0 g,0 g,4 g,0.0 mcg,40 mg,1.4 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
Chocolate & Peanut Butter Joe-Joe's,$3.49,6.8 Oz,24 g,130.0,118.0,6 g,3.5 g,0 g,0 mg,70 mg,14 g,0 g,9 g,9 g,2 g,0 mcg,10 mg,0.7 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Raw Almonds,$4.49,1 Lb,30 g,170.0,183.0,15 g,1.0 g,0 g,0 mg,0 mg,6 g,4 g,1 g,0 g,6 g,0.0 mcg,80 mg,1.1 mg,220 mg,3.5 g,9 g,,,,,,,,,,,,,,,,,,,
Lemon Bars,$4.99,10.6 Oz,50 g,180.0,179.0,7 g,4 g,0 g,65 mg,60 mg,27 g,0 g,20 g,10 g,2 g,0.2 mcg,30 mg,0.3 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Mexican Style Roasted Corn,$3.79,14 Oz,113 g,180.0,176.0,8 g,2 g,0 g,15 mg,115 mg,21 g,5 g,8 g,0 g,5 g,0 mcg,30 mg,0.4 mg,200 mg,,,,,,,,,,,,,,,,,,,,,
Meatless Meatballs,$3.99,16 Oz,85 g/,150.0,155.0,7 g,0.5 g,0 g,0 mg,490 mg,8 g,2 g,1 g,0 g,15 g,0 mcg,61 mg,2 mg,427 mg,,,,,,,,,,,,,,,,,,,,,
Sweet Mini Peppers,$3.49,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocoa Almond Spread,$3.99,13 Oz,37 g,210.0,209.0,13 g,2.0 g,0 g,0 mg,10 mg,21 g,1 g,19 g,17 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Free Range Chicken Drumsticks,$2.99,1 Lb,112 g,180.0,178.0,10 g,0.5 g,0 g,90 mg,95 mg,0 g,0 g,0 g,,22 g,,2 mg,6 mg,,,,2 IU,6 mg,,,,,,,,,,,,,90 kcal,,,,
Choice Premium Angus Beef Flank Steak,$14.99,1 Lb,112 g,200.0,186.0,10g,4.5g,0.5g,55mg,70mg,0g,0g,0g,,24g,,,,360mg,,,,,,,,,,,,,,,,,,,,,
Salsa Autentica,$2.29,12 Oz,30 g,10.0,8.0,0 g,0 g,0 g,,250 mg,2 g,0 g,1 g,0 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Plumcots™,$2.99,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoked Andouille Chicken Sausage,$4.29,12.8 Oz,91 grams,180.0,173.0,9 g,2.5 g,0 g,75 mg,960 mg,2 g,1 g,1 g,,21 g,,,,,,,,,,,,,,,,,,,,,,,,,
Fig Cookies,$2.49,10 Oz,40 g,150.0,147.5,3.5 g,1.5 g,0 g,0 mg,150 mg,28 g,1 g,15 g,11 g,1 g,0 mcg,20 mg,1.2 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Organic Vanilla Fudge Chip Ice Cream,$5.99,1 Qt,109 g,280.0,285.0,17 g,10 g,0 g,50 mg,50 mg,29 g,2 g,26 g,22 g,4 g,0.4 mcg,120 mg,0.4 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
Cedar Wrapped BBQ Sockeye Salmon Fillet,$4.99,6 Oz,170 g,180.0,180.5,4.5 g,1 g,0 g,45 mg,370 mg,3 g,0 g,2 g,2 g,32 g,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,$7.99,4 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candy Coated Chocolates,$2.99,6 Oz,30 g,140.0,151.0,7 g,4.0 g,0 g,10mg mg,10 mg,21 g,2g g,19 g,18 g,1 g,0.3 mcg,20 mg,1.1 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Candy Coated Chocolate Peanuts,$2.99,6 Oz,30 g,160.0,161.0,9 g,3.5 g,0 g,0 mg,35 mg,16 g,2 g,13 g,12 g,4 g,0 mcg,20 mg,0.8 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
Belgian Butter Waffle Cookies,$2.99,8.8 Oz,30 g,150.0,146.0,6 g,4 g,0 g,20 mg,55 mg,21 g,0 g,10 g,9 g,2 g,0 mcg,5 mg,0 mg,35 mg,,,,,,,,,,,,,,,,,,,,,
Organic Sriracha & Roasted Garlic BBQ Sauce,$3.49,19.5 Oz,36 g,60.0,56.0,0 g,0 g,0 g,0 mg,200 mg,14 g,0 g,12 g,11 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Ridge Cut Potato Chips with Sea Salt,$3.99,16 Oz,28 g,150.0,148.0,8 g,0.5 g,0 g,0 mg,75 mg,17 g,1 g,1 g,0 g,2 g,0 mcg,0 mg,0 mg,320 mg,2.5 g,4.5 g,,,,,,,,,,,,,,,,,,,
Strawberry & Jalapeño Crisps,$3.99,5.3 Oz,30 g,90.0,86.0,2.0 g,0 g,0 g,0 mg,130 mg,15 g,2g g,5 g,4 g,2 g,0 mcg,20 mg,0.7 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Cassava Cauliflower Blend Baking Mix,$3.99,16 Oz,30 g,100.0,104.0,0 g,0 g,0 g,0 mg,75 mg,24 g,2 g,1 g,0 g,2 g,0 mcg,70 mg,0.5 mg,360 mg,,,,,,,,,,,,,,,,,,,,,
Key Lime Kettle Popcorn,$2.29,5.5 Oz,30 g,150.0,159.0,7 g,4.5 g,0 g,0 mg,60 mg,22 g,2g g,15 g,15 g,2g g,0.0 mcg,0 mg,0.2 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Organic Canola Oil Spray,$2.99,4.73 Oz,0.25 g,0.0,0.0,0 g,,,,0 mg,0 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Mexican Style Corn & Quinoa Salad,$4.99,14 Oz,100 g/,140.0,143.0,7 g,1.5 g,0 g,10 mg,190 mg,16 g,2 g,3 g,0 g,4 g,,,,,,,,,,,,,,,,,,,,,,,,,
Mini French Baguettes,$4.49,9.5 Oz,45 g,110.0,104.0,0 g,0 g,0 g,0 mg,270 mg,22 g,1 g,2 g,0 g,4 g,0.0 mcg,10 mg,0.4 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Organic Spicy Honey Sauce,$2.99,8 Oz,21 g,70.0,68.0,0 g,0 g,0 g,0 mg,0 mg,17 g,0 g,16 g,16 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Mobay Cheese,$5.99,7 Oz,28 g/ about,100.0,104.0,8 g,6 g,0 g,30 mg,75 mg,2 g,0 g,0 g,0 g,6 g,0.0 mcg,200 mg,0.1 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Jaipur Vegetables,$2.29,10 Oz,140 g,370.0,386.0,26 g,8 g,0 g,25 mg,850 mg,25 g,5 g,10 g,0 g,13 g,0.1 mcg,150 mg,2.8 mg,470 mg,,,,,,,,,,,,,,,,,,,,,
Madras Lentils,$2.49,10 Oz,140 g,300.0,309.0,13 g,6 g,0 g,25 mg,1040 mg,35 g,10 g,3 g,0 g,13 g,0.3 mcg,90 mg,4.3 mg,720 mg,,,,,,,,,,,,,,,,,,,,,
Sicilian Selezione Extra Virgin Olive Oil,$10.99,16.9 Fl Oz,15 mL,120.0,126.0,14 g,2 g,0 g,,0 mg,0 g,,,,0 g,,,,,1.5 g,10 g,,,,,,,,,,,,,,,,,,,
Quinoa Stuffed Dolmas,$2.99,9.86 Oz,80 g,120.0,119.0,7 g,1.0 g,0 g,0 mg,440 mg,12 g,2 g,1 g,0 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Baked Beans in Tomato Sauce,$1.99,9.6 Oz,110 g,130.0,121.0,5 g,1 g,0 g,2 mg,460 mg,14 g,3 g,3 g,2 g,5 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Basmati Rice,$3.99,2 Lb,45 g,160.0,156.0,0 g,0 g,0 g,0 mg,0 mg,35 g,2 g,0 g,0 g,4 g,0 mcg,0 mg,0.3 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Tandoori Naan,$2.99,12 Oz,85 g,250.0,246.5,2.5 g,1 g,0 g,5 mg,350 mg,50 g,3 g,2 g,1 g,6 g,0.2 mcg,80 mg,2.6 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Organic French Baguette,$1.99,11.5 Oz,56 g ,140.0,136.5,0.5 g,0 g,0 g,0 mg,260 mg,29 g,2 g,0 g,0 g,4 g,0.1 mcg,10 mg,1.7 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Italian Truffle Cheese,$13.99,1 Lb,1 oz(about 1 inch cube),100.0,140.0,8g,6g,0g,25mg,240mg,10g,0g,0g,0g,7g,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand Sharp Cheddar Cheese,$6.99,1 Lb,28 g,120.0,118.0,10g,6g,0g,25mg,200mg,0g,0g,0g,0g,7g,,,,,,,,,,,,,,,,,,,,,,,,,
Thai Lime & Chili Cashews,$7.99,1 Lb,30 g,180.0,186.0,14 g,2.5 g,0 g,0 mg,65 mg,9 g,2 g,2 g,0 g,6 g,0.0 mcg,20 mg,1.3 mg,150 mg,,,,,,,,,,,,,,,,,,,,,
Organic Italian Artisan Gigli Pasta,$2.99,17.64 Oz,56 g dry,200.0,200.0,0 g,0 g,0 g,0 mg,0 mg,43 g,2g,1 g,0 g,7 g,0.0 mcg,10 mg,0.6 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Spicy Thai Shrimp Fried Rice,$5.99,16 Oz,137 g,220.0,221.0,5 g,2.0 g,0 g,15 mg,400 mg,37 g,2 g,2 g,0 g,7 g,0.8 mcg,20 mg,0.4 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
Tikka Vegetables,$2.49,10 Oz,140 g,300.0,317.0,17 g,8 g,0 g,30 mg,680 mg,33 g,7 g,10 g,0 g,8 g,0.0 mcg,80 mg,3.3 mg,650 mg,,,,,,,,,,,,,,,,,,,,,
Giant Chalkidiki Olives,$2.49,17.6 Oz,15 g,20.0,18.0,2.0 g,0 g,0 g,0 mg,180 mg,0 g,0 g,0 g,0 g,0 g,0 mcg,8.3 mg,0.03 mg,10.3 mg,,,,,,,,,,,,,,,,,,,,,
Organic Kiwi,$4.49,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vegetable Pad Thai,$3.49,10.5 Oz,300 g,360.0,359.0,11 g,4.5 g,0 g,0 mg,950 mg,55 g,5 g,27 g,20 g,10 g,0 mcg,50 mg,2.0 mg,410 mg,,,,,,,,,,,,,,,,,,,,,
Greek Spanakopita,$4.49,14.1 Oz,67 g,190.0,188.0,12 g,3.5 g,0 g,10 mg,300 mg,15 g,1 g,2 g,0 g,5 g,0.03 mcg,110 mg,1.25 mg,90 mg,,,82.5 mcg,,,,,,,,,,,,,,,,,,
Ricotta & Lemon Zest Ravioli,$3.99,8.8 Oz,83 g,240.0,240.0,12 g,7 g,0 g,65 mg,420 mg,26 g,1 g,6 g,5 g,7 g,0 mcg,100 mg,1 mg,90 mg,,,,,,,,,,,,,,,,,,,,,
Cultured Salted Butter,$4.69,8.8 Oz,14 g,100.0,99.0,11 g,8 g,0 g,35 mg,110 mg,0 g,0 g,0 g,0 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Cauliflower Pizza Crusts,$4.99,5 Oz,71 g,230.0,216.0,12 g,6 g,0 g,150 mg,530 mg,7 g,2 g,3 g,0 g,20 g,0.7 mcg,480 mg,1.4 mg,420 mg,,,,,,,,,,,,,,,,,,,,,
Saint André Triple Crème Brie,$13.99,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow Tadka Dal,$2.49,10 Oz,140 g,260.0,274.0,10 g,3.5 g,0 g,15 mg,820 mg,34 g,8 g,2 g,0 g,12 g,0 mcg,90 mg,1.8 mg,770 mg,,,,,,,,,,,,,,,,,,,,,
Peruvian Bay Scallops,$8.99,16 Oz,113 g,100.0,104.0,0 g,0 g,0 g,30 mg,90 mg,9 g,0 g,1 g,0 g,17 g,0 mcg,10 mg,0 mg,370 mg,,,,,,,,,,,,,,,,,,,,,
Popcorn In a Pickle,$2.29,5 Oz,28 g,150.0,149.0,9 g,1.0 g,0 g,0 mg,250 mg,15 g,3 g,0 g,0 g,2 g,0.0 mcg,20 mg,0.5 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Organic Sugar Cones,$2.99,5 Oz,12 g,45.0,52.0,0 g,0 g,0 g,0 mg,15 mg,11 g,0 g,4 g,4 g,2g g,0.0 mcg,0 mg,0.2 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Ube Ice Cream,$3.79,1 Pint,100 g,610.0,605.0,33 g,21 g,1.0 g,170 mg,230 mg,65 g,2 g,54 g,48 g,12 g,4.3 mcg,370 mg,0.7 mg,750 mg,,,,,,,,,,,,,,,,,,,,,
"SOUTHERN PEACH CRISP
ICE CREAM",$2.99,1 Pint,99 g,650.0,660.0,32 g,20 g,1.0 g,105 mg,160 mg,81 g,0 g,71 g,55 g,12 g,1.2 mcg,380 mg,0.4 mg,290 mg,,,,,,,,,,,,,,,,,,,,,
Ube Mochi Pancake & Waffle Mix,$3.99,13.3 Oz,63 g,310.0,321.0,9 g,4.5 g,0 g,125 mg,420 mg,53 g,2g g,13 g,13 g,7 g,0.0 mcg,150 mg,0.8 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Marshmallows,$2.99,10 Oz,28 g,100.0,96.0,0 g,0 g,0 g,0 mg,20 mg,24 g,0 g,17 g,17 g,0 g,0 mcg,0 mg,0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Organic Sweet & Spicy Pineapple  BBQ Sauce,$2.99,19.5 Oz,36 g,50.0,44.0,0 g,0 g,0 g,0 mg,260 mg,11 g,0 g,10 g,9 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches & Cream Tarte,$5.99,16.9 Oz,120 g,300.0,301.0,17 g,8 g,0 g,10 mg,270 mg,34 g,1 g,13 g,,3 g,,12.5916 mg,1.2192 mg,35 mg,,,313.6572 IU,42.9396 mg,,,,,,,,,,,,,150 kcal,,,,
